age,sex,bmi,children,smoker,region
0.30434782608695654,0.0,0.4191552327145547,0.2,1.0,1.0
0.23913043478260876,0.0,0.4344901802528921,0.4,1.0,0.6666666666666666
0.043478260869565244,0.0,0.3669626042507398,0.0,1.0,0.0
0.6304347826086956,0.0,0.2862523540489642,0.4,1.0,1.0
0.6304347826086956,1.0,0.5442561205273069,0.0,0.0,0.3333333333333333
0.8260869565217392,1.0,0.42588108689803594,0.4,0.0,0.3333333333333333
0.4130434782608696,1.0,0.5679311272531611,0.2,0.0,0.3333333333333333
0.5217391304347826,1.0,0.27858488027979555,0.2,1.0,0.6666666666666666
0.043478260869565244,1.0,0.32203389830508466,0.0,1.0,1.0
0.8260869565217392,1.0,0.4779391982781813,0.0,1.0,0.6666666666666666
0.8913043478260869,1.0,0.34503631961259074,0.0,1.0,0.6666666666666666
0.19565217391304346,1.0,0.40812483185364534,0.2,0.0,0.3333333333333333
0.9130434782608696,1.0,0.5648372343287597,0.0,1.0,1.0
0.19565217391304346,1.0,0.3911756793112725,0.0,1.0,0.0
0.9565217391304348,1.0,0.41700295937584075,0.2,1.0,0.3333333333333333
0.13043478260869568,1.0,0.26472962066182404,0.0,1.0,0.0
0.08695652173913049,1.0,0.5679311272531611,0.4,0.0,0.3333333333333333
0.043478260869565244,0.0,0.3501479687920366,0.0,1.0,0.6666666666666666
0.06521739130434784,1.0,0.5620123755716976,0.0,1.0,0.3333333333333333
0.17391304347826086,0.0,0.4907183212267958,0.4,1.0,0.0
0.26086956521739135,0.0,0.334140435835351,0.2,0.0,0.3333333333333333
0.6086956521739131,0.0,0.8638687113263384,0.4,1.0,1.0
0.19565217391304346,0.0,0.24791498520312072,0.0,1.0,1.0
0.6956521739130435,1.0,0.30925477535647017,0.2,1.0,1.0
0.5434782608695652,1.0,0.511164917944579,0.2,0.0,1.0
0.3913043478260869,1.0,0.34759214420231366,0.6000000000000001,1.0,1.0
0.3913043478260869,1.0,0.48049502286790413,0.2,1.0,0.6666666666666666
0.7826086956521738,1.0,0.4207694377185902,0.0,1.0,0.0
0.19565217391304346,1.0,0.8054882970137207,0.4,1.0,0.0
0.10869565217391308,1.0,0.2300242130750605,0.0,1.0,1.0
0.28260869565217395,1.0,0.29391982781813286,0.2,1.0,1.0
0.02173913043478265,1.0,0.12012375571697598,0.0,1.0,0.6666666666666666
0.4347826086956522,1.0,0.31947807371536185,0.4,1.0,0.6666666666666666
0.28260869565217395,1.0,0.5472154963680386,0.4,0.0,0.0
0.28260869565217395,1.0,0.6330373957492601,0.2,1.0,0.3333333333333333
0.4565217391304348,1.0,0.15846112456281947,0.2,1.0,0.6666666666666666
0.08695652173913049,1.0,0.24791498520312072,0.0,1.0,0.6666666666666666
0.0,1.0,0.2734732311003497,0.0,1.0,1.0
0.08695652173913049,0.0,0.5009416195856873,0.4,1.0,1.0
0.8695652173913044,0.0,0.45749260156039817,0.0,1.0,1.0
0.673913043478261,0.0,0.37570621468926546,0.0,1.0,0.6666666666666666
0.02173913043478265,0.0,0.3723432875975249,0.0,1.0,0.0
0.32608695652173914,1.0,0.29970406241592684,0.2,0.0,0.0
0.0,1.0,0.18913101963949408,0.0,1.0,1.0
0.02173913043478265,1.0,0.15590529997309654,0.0,1.0,0.6666666666666666
0.26086956521739135,0.0,0.1610169491525424,0.2,1.0,1.0
0.19565217391304346,0.0,0.44215765402206086,0.2,1.0,1.0
0.02173913043478265,0.0,0.34759214420231366,0.0,0.0,0.6666666666666666
0.32608695652173914,1.0,0.23769168684422926,0.0,0.0,1.0
0.32608695652173914,0.0,0.6171643798762443,0.6000000000000001,1.0,0.0
0.5217391304347826,1.0,0.3777239709443099,0.0,0.0,0.0
0.06521739130434784,0.0,0.4498251277912294,0.4,1.0,0.6666666666666666
0.02173913043478265,1.0,0.1252354048964217,0.4,1.0,0.6666666666666666
0.26086956521739135,1.0,0.4153887543718051,0.2,1.0,0.0
0.673913043478261,1.0,0.43960182943233783,0.6000000000000001,1.0,0.6666666666666666
0.7608695652173914,0.0,0.5364541296744686,0.4,1.0,0.0
0.13043478260869568,1.0,0.3373688458434221,0.4,1.0,0.6666666666666666
0.9130434782608696,0.0,0.5392789884315308,0.0,1.0,1.0
0.9347826086956521,1.0,0.43960182943233783,0.4,1.0,0.6666666666666666
0.6304347826086956,1.0,0.6182405165456011,0.4,0.0,0.3333333333333333
0.23913043478260876,0.0,0.15846112456281947,0.0,0.0,1.0
0.8478260869565217,0.0,0.16868442292171104,0.0,1.0,1.0
0.8478260869565217,0.0,0.37261232176486403,0.0,0.0,0.3333333333333333
0.7391304347826086,1.0,0.6951842884046273,0.4,0.0,0.3333333333333333
0.9782608695652173,1.0,0.5597255851493139,0.0,1.0,1.0
0.9565217391304348,1.0,0.146354587032553,0.0,1.0,0.0
0.6304347826086956,0.0,0.36077481840193704,0.2,1.0,0.3333333333333333
0.10869565217391308,1.0,0.44659671778315846,0.0,1.0,0.3333333333333333
0.19565217391304346,1.0,0.192090395480226,0.0,1.0,0.3333333333333333
0.17391304347826086,1.0,0.13021253699219804,0.0,1.0,0.0
0.32608695652173914,1.0,0.7113263384449824,1.0,1.0,0.0
0.13043478260869568,1.0,0.29136400322840994,0.2,1.0,0.6666666666666666
0.21739130434782616,1.0,0.42292171105730425,0.0,0.0,0.3333333333333333
0.8260869565217392,0.0,0.533763788001076,0.2,1.0,0.0
0.6956521739130435,1.0,0.28114070486951837,0.0,1.0,0.6666666666666666
0.8043478260869565,0.0,0.37315039009954254,0.0,1.0,1.0
0.5217391304347826,0.0,0.590260963142319,0.0,1.0,0.0
1.0,0.0,0.4126984126984127,0.4,0.0,0.0
0.6086956521739131,1.0,0.26324993274145814,0.6000000000000001,1.0,0.6666666666666666
0.3695652173913043,0.0,0.3158461124562819,0.6000000000000001,1.0,0.0
0.8913043478260869,0.0,0.2836965294592413,0.0,1.0,1.0
0.5,0.0,0.4369114877589454,0.2,1.0,0.0
0.19565217391304346,0.0,0.5068603712671508,0.2,1.0,0.0
0.13043478260869568,1.0,0.4753833736884584,0.8,1.0,1.0
0.02173913043478265,0.0,0.4557438794726929,0.0,1.0,0.0
0.6304347826086956,0.0,0.46771589991928963,0.0,1.0,1.0
0.21739130434782616,1.0,0.2964756524078558,0.4,1.0,1.0
0.5869565217391305,1.0,0.11810599946193168,0.6000000000000001,1.0,0.3333333333333333
0.5869565217391305,0.0,0.5472154963680386,0.4,1.0,0.3333333333333333
0.9130434782608696,0.0,0.217245090126446,0.0,1.0,0.6666666666666666
0.6521739130434783,0.0,0.40812483185364534,0.0,1.0,0.3333333333333333
0.0,1.0,0.20957761635727734,0.0,1.0,1.0
0.17391304347826086,0.0,0.16868442292171104,0.0,1.0,0.6666666666666666
0.5434782608695652,0.0,0.2453591606133978,0.0,1.0,1.0
0.32608695652173914,1.0,0.7129405434490179,0.2,1.0,0.3333333333333333
0.06521739130434784,0.0,0.023002421307506016,0.2,1.0,1.0
0.7173913043478262,1.0,0.4217110573042776,0.0,1.0,0.6666666666666666
0.3913043478260869,0.0,0.29391982781813286,0.0,1.0,0.6666666666666666
0.32608695652173914,1.0,0.18146354587032543,0.0,1.0,0.6666666666666666
0.0,0.0,0.38592951304815704,0.0,1.0,1.0
0.043478260869565244,1.0,0.45843422114608545,0.2,1.0,0.0
0.5,1.0,0.33481302125369916,0.2,1.0,0.6666666666666666
0.7391304347826086,1.0,0.4651600753295668,0.0,1.0,1.0
0.08695652173913049,1.0,0.41404358353510895,0.2,1.0,0.6666666666666666
0.0,1.0,0.49690610707559857,0.0,1.0,0.3333333333333333
0.19565217391304346,0.0,0.1950497713209577,0.2,1.0,0.3333333333333333
0.4130434782608696,1.0,0.8224374495560935,0.6000000000000001,1.0,0.3333333333333333
0.34782608695652173,1.0,0.7247780468119451,0.2,1.0,0.0
0.9782608695652173,1.0,0.41659940812483176,0.0,1.0,1.0
0.7173913043478262,1.0,0.5383373688458434,0.2,1.0,0.3333333333333333
0.5,1.0,0.21468926553672318,0.2,1.0,1.0
0.043478260869565244,0.0,0.34503631961259074,0.0,1.0,1.0
0.08695652173913049,0.0,0.19424266881893992,0.0,1.0,1.0
0.9782608695652173,1.0,0.39924670433145004,0.0,1.0,0.0
0.6956521739130435,1.0,0.7750874361043854,0.2,1.0,0.3333333333333333
0.5217391304347826,0.0,0.45493677697067514,0.0,1.0,1.0
0.8478260869565217,1.0,0.06389561474307237,0.0,1.0,1.0
0.08695652173913049,0.0,0.40516545601291354,0.6000000000000001,0.0,0.3333333333333333
0.32608695652173914,1.0,0.38444982512779113,0.0,1.0,0.3333333333333333
0.26086956521739135,0.0,0.46731234866828075,0.2,1.0,0.3333333333333333
0.15217391304347827,1.0,0.5290556900726392,0.0,1.0,0.6666666666666666
0.30434782608695654,0.0,0.2068872746838848,0.2,1.0,0.3333333333333333
0.8695652173913044,1.0,0.24791498520312072,0.0,1.0,1.0
0.5434782608695652,1.0,0.5945655098197471,0.4,0.0,0.3333333333333333
0.8478260869565217,0.0,0.2157654022060801,0.2,1.0,0.3333333333333333
0.6304347826086956,1.0,0.08689803605057844,0.2,1.0,1.0
0.8695652173913044,1.0,0.49582997040624155,0.0,1.0,0.6666666666666666
0.8043478260869565,1.0,0.3961528114070486,0.0,0.0,1.0
0.8913043478260869,0.0,0.5531342480495023,0.2,1.0,0.3333333333333333
0.17391304347826086,0.0,0.37557169760559594,0.4,1.0,0.3333333333333333
0.02173913043478265,0.0,0.34005918751681463,1.0,1.0,0.0
0.26086956521739135,0.0,0.3158461124562819,0.0,1.0,0.0
0.7173913043478262,0.0,0.5571697605595911,0.4,1.0,0.6666666666666666
0.0,1.0,0.2749529190207156,0.4,1.0,0.3333333333333333
0.5,0.0,0.40516545601291354,0.0,1.0,0.3333333333333333
0.30434782608695654,0.0,0.3723432875975249,0.4,1.0,0.0
0.7608695652173914,1.0,0.34005918751681463,0.6000000000000001,1.0,0.0
0.4565217391304348,0.0,0.42937853107344637,0.4,1.0,0.6666666666666666
0.8043478260869565,1.0,0.45843422114608545,0.0,1.0,0.3333333333333333
0.06521739130434784,1.0,0.40516545601291354,0.0,1.0,0.3333333333333333
0.17391304347826086,0.0,0.3680387409200968,0.8,1.0,1.0
0.10869565217391308,1.0,0.07411891310196395,0.0,1.0,0.6666666666666666
0.8913043478260869,1.0,0.42588108689803594,0.4,1.0,0.3333333333333333
0.13043478260869568,0.0,0.31315577078288936,0.0,1.0,0.0
0.13043478260869568,0.0,0.1950497713209577,0.0,1.0,0.3333333333333333
0.4347826086956522,1.0,0.10734463276836148,0.2,1.0,0.6666666666666666
0.9347826086956521,1.0,0.20702179176755442,0.0,1.0,1.0
0.5,1.0,0.4907183212267958,0.4,1.0,0.6666666666666666
0.19565217391304346,0.0,0.2364810330912025,0.0,0.0,0.3333333333333333
0.0,1.0,0.46731234866828075,0.0,1.0,0.3333333333333333
0.0,1.0,0.0,0.0,1.0,1.0
0.0,1.0,0.47619047619047605,0.0,1.0,0.3333333333333333
0.3913043478260869,1.0,0.36965294592413234,0.0,1.0,0.3333333333333333
0.0,0.0,0.4626042507398439,0.0,1.0,1.0
0.6521739130434783,0.0,0.34759214420231366,0.2,1.0,0.6666666666666666
0.21739130434782616,1.0,0.21092278719397362,0.4,1.0,0.0
0.02173913043478265,1.0,0.12752219531880538,0.0,1.0,0.0
0.7173913043478262,0.0,0.5856873822975517,0.2,1.0,0.3333333333333333
0.23913043478260876,0.0,0.32230293247242403,0.2,0.0,0.3333333333333333
0.28260869565217395,1.0,0.4063761097659403,0.6000000000000001,1.0,0.6666666666666666
0.9565217391304348,1.0,0.5768092547753563,0.0,1.0,0.0
0.02173913043478265,0.0,0.3910411622276029,0.0,1.0,0.6666666666666666
0.3913043478260869,1.0,0.3118105999461931,0.6000000000000001,1.0,1.0
0.5,1.0,0.49098735539413507,0.2,1.0,0.3333333333333333
0.5869565217391305,1.0,0.217245090126446,0.4,1.0,1.0
0.26086956521739135,0.0,0.20702179176755442,0.6000000000000001,0.0,0.6666666666666666
0.8478260869565217,1.0,0.654291094969061,0.0,1.0,1.0
0.3913043478260869,1.0,0.49690610707559857,0.0,0.0,0.3333333333333333
0.4347826086956522,1.0,0.023002421307506016,0.4,1.0,1.0
0.21739130434782616,0.0,0.03578154425612046,0.0,1.0,1.0
0.8043478260869565,0.0,0.47282754909873537,0.4,1.0,0.6666666666666666
0.02173913043478265,1.0,0.48802797955340327,0.0,1.0,0.0
0.6521739130434783,1.0,0.39870863599677153,0.6000000000000001,1.0,1.0
0.9565217391304348,0.0,0.24320688727468387,0.0,1.0,0.0
0.02173913043478265,1.0,0.4960990045735808,0.0,1.0,0.0
0.23913043478260876,1.0,0.1763518966908797,0.6000000000000001,1.0,1.0
0.10869565217391308,0.0,0.46919558783965554,0.0,1.0,0.0
0.7173913043478262,1.0,0.23769168684422926,0.4,0.0,0.6666666666666666
0.02173913043478265,1.0,0.30414312617702444,0.4,1.0,0.6666666666666666
0.3913043478260869,0.0,0.16612859833198812,0.6000000000000001,1.0,1.0
0.673913043478261,1.0,0.34274952919020707,0.2,1.0,0.0
0.5434782608695652,0.0,0.23513586225450622,0.4,0.0,0.6666666666666666
0.5,0.0,0.5412967446865751,0.2,1.0,0.3333333333333333
0.0,0.0,0.6419155232714555,0.0,1.0,0.3333333333333333
0.5652173913043479,0.0,0.3104654291094968,0.2,1.0,0.0
0.8913043478260869,1.0,0.23513586225450622,0.0,1.0,1.0
0.02173913043478265,1.0,0.3158461124562819,0.0,0.0,0.0
0.8478260869565217,1.0,0.7463007801990853,0.2,1.0,0.0
0.673913043478261,1.0,0.41404358353510895,0.2,1.0,1.0
0.8043478260869565,0.0,0.36965294592413234,0.4,1.0,0.0
0.673913043478261,0.0,0.29970406241592684,0.2,1.0,0.0
0.5652173913043479,0.0,0.6185095507129406,0.0,0.0,0.6666666666666666
0.17391304347826086,1.0,0.4557438794726929,0.4,0.0,0.0
0.10869565217391308,0.0,0.22235673930589184,0.4,1.0,1.0
0.3695652173913043,0.0,0.5955071294054344,0.4,1.0,1.0
0.3913043478260869,0.0,0.2674199623352165,0.2,1.0,0.0
0.8478260869565217,0.0,0.34503631961259074,0.8,1.0,1.0
0.3695652173913043,0.0,0.49098735539413507,0.2,1.0,0.3333333333333333
0.30434782608695654,1.0,0.3271455474845305,0.8,0.0,0.6666666666666666
0.4347826086956522,0.0,0.0945655098197471,0.4,1.0,0.6666666666666666
0.9130434782608696,0.0,0.06389561474307237,0.0,1.0,1.0
0.3695652173913043,1.0,0.3911756793112725,0.2,1.0,0.0
0.6521739130434783,1.0,0.41659940812483176,0.2,1.0,1.0
0.8913043478260869,1.0,0.2555824589722895,0.0,1.0,0.6666666666666666
0.6304347826086956,0.0,0.314366424535916,0.4,0.0,0.6666666666666666
0.02173913043478265,0.0,0.2300242130750605,0.2,1.0,0.6666666666666666
0.06521739130434784,1.0,0.17056766209308583,0.2,1.0,0.0
0.7826086956521738,1.0,0.39924670433145004,0.2,0.0,0.3333333333333333
0.5217391304347826,0.0,0.6567124024751143,0.4,0.0,0.3333333333333333
0.4565217391304348,1.0,0.28114070486951837,0.0,0.0,1.0
0.8478260869565217,1.0,0.6567124024751143,0.0,1.0,0.3333333333333333
0.6956521739130435,1.0,0.42682270648372334,0.0,0.0,1.0
0.9565217391304348,0.0,0.37557169760559594,0.0,1.0,0.3333333333333333
0.08695652173913049,1.0,0.6333064299165994,0.0,1.0,0.0
0.5869565217391305,0.0,0.34005918751681463,0.4,1.0,0.3333333333333333
0.02173913043478265,1.0,0.10330912025827277,0.0,1.0,0.0
0.5434782608695652,0.0,0.4960990045735808,0.6000000000000001,1.0,0.0
0.08695652173913049,0.0,0.38848533763787996,0.0,1.0,1.0
1.0,1.0,0.49878934624697335,0.0,1.0,0.0
0.043478260869565244,0.0,0.2927091740651062,0.2,0.0,0.3333333333333333
0.9130434782608696,0.0,0.44363734194242677,0.0,0.0,0.3333333333333333
0.30434782608695654,1.0,0.5708905030938929,0.4,1.0,0.3333333333333333
0.7826086956521738,1.0,0.2555824589722895,0.2,1.0,1.0
0.15217391304347827,0.0,0.38310465429109486,0.0,0.0,0.0
1.0,1.0,0.48210922787193977,0.0,0.0,0.3333333333333333
0.0,1.0,0.42292171105730425,0.4,0.0,0.3333333333333333
0.23913043478260876,0.0,0.36669357008340053,0.2,1.0,0.3333333333333333
0.02173913043478265,0.0,0.5546139359698682,0.0,1.0,0.6666666666666666
0.34782608695652173,0.0,0.5750605326876512,0.4,1.0,0.6666666666666666
0.30434782608695654,0.0,0.7602905569007263,0.0,1.0,0.3333333333333333
0.17391304347826086,0.0,0.6517352703793382,0.0,1.0,0.6666666666666666
0.6086956521739131,1.0,0.6568469195587838,0.4,1.0,0.6666666666666666
0.5217391304347826,1.0,0.33225719666397624,0.6000000000000001,0.0,0.6666666666666666
0.21739130434782616,0.0,0.46919558783965554,0.0,1.0,0.0
0.9347826086956521,1.0,0.6031746031746033,0.0,1.0,0.6666666666666666
0.9565217391304348,1.0,0.3782620392789884,0.0,1.0,0.6666666666666666
0.30434782608695654,0.0,0.4626042507398439,0.6000000000000001,1.0,0.6666666666666666
0.23913043478260876,1.0,0.4960990045735808,0.0,0.0,0.0
0.8695652173913044,1.0,0.3399246704331449,0.0,1.0,0.6666666666666666
0.15217391304347827,1.0,0.7958030669895075,0.4,0.0,0.3333333333333333
0.8478260869565217,0.0,0.4089319343556631,0.0,0.0,0.6666666666666666
0.3913043478260869,0.0,0.37557169760559594,0.0,1.0,0.3333333333333333
0.8260869565217392,1.0,0.4344901802528921,0.2,1.0,1.0
0.8043478260869565,1.0,0.3750336292709173,0.0,1.0,0.0
0.30434782608695654,0.0,0.23244552058111378,0.0,0.0,0.0
0.4565217391304348,0.0,0.24024751143395207,0.6000000000000001,0.0,1.0
0.9565217391304348,0.0,0.4498251277912294,0.0,1.0,0.6666666666666666
0.9130434782608696,1.0,0.41404358353510895,0.6000000000000001,0.0,0.6666666666666666
0.6521739130434783,0.0,0.18401937046004835,0.0,1.0,0.0
0.21739130434782616,1.0,0.5499058380414312,0.2,0.0,0.0
0.7826086956521738,0.0,0.42884046273876775,0.2,1.0,0.3333333333333333
0.7826086956521738,1.0,0.13586225450632228,0.4,1.0,0.3333333333333333
0.5434782608695652,0.0,0.5009416195856873,0.2,1.0,0.6666666666666666
0.9782608695652173,0.0,0.5848802797955341,0.0,0.0,0.0
0.9130434782608696,1.0,0.46139359698681726,0.6000000000000001,1.0,0.3333333333333333
0.6086956521739131,0.0,0.3163841807909604,0.2,1.0,0.3333333333333333
0.5652173913043479,0.0,0.28114070486951837,0.0,1.0,0.6666666666666666
0.3695652173913043,1.0,0.49394673123486676,0.6000000000000001,1.0,0.3333333333333333
0.8695652173913044,1.0,0.5648372343287597,0.4,0.0,0.6666666666666666
0.8260869565217392,1.0,0.26836158192090387,0.0,1.0,1.0
0.17391304347826086,1.0,0.20823244552058107,0.4,1.0,0.0
0.3695652173913043,1.0,0.34813021253699217,0.6000000000000001,1.0,0.0
0.5,0.0,0.4217110573042776,0.2,1.0,1.0
0.7608695652173914,1.0,0.28114070486951837,0.4,1.0,1.0
0.6086956521739131,1.0,0.26472962066182404,1.0,1.0,0.0
0.17391304347826086,1.0,0.5235404896421846,0.0,1.0,0.3333333333333333
0.28260869565217395,1.0,0.3399246704331449,0.2,1.0,0.6666666666666666
0.19565217391304346,1.0,0.07923056228140968,0.6000000000000001,1.0,1.0
0.32608695652173914,0.0,0.7258541834813019,0.6000000000000001,1.0,0.6666666666666666
0.6086956521739131,0.0,0.3169222491256388,0.0,1.0,0.6666666666666666
0.21739130434782616,0.0,0.45843422114608545,0.4,1.0,0.3333333333333333
0.8260869565217392,0.0,0.33225719666397624,0.0,1.0,1.0
0.15217391304347827,1.0,0.3118105999461931,0.0,1.0,0.6666666666666666
0.02173913043478265,0.0,0.23513586225450622,0.0,1.0,0.0
0.5869565217391305,0.0,0.42588108689803594,0.0,1.0,0.3333333333333333
0.30434782608695654,1.0,0.48049502286790413,0.2,1.0,0.6666666666666666
0.3695652173913043,0.0,0.3245897228948076,0.0,0.0,0.6666666666666666
0.9782608695652173,1.0,0.15334947538337362,0.2,1.0,0.6666666666666666
0.26086956521739135,0.0,0.4019370460048425,0.6000000000000001,1.0,0.0
0.32608695652173914,0.0,0.4557438794726929,0.4,1.0,0.0
0.28260869565217395,0.0,0.3910411622276029,0.6000000000000001,1.0,1.0
0.5,0.0,0.4626042507398439,0.6000000000000001,1.0,1.0
0.5217391304347826,1.0,0.41148775894538603,0.0,1.0,0.6666666666666666
0.7826086956521738,0.0,0.42884046273876775,0.6000000000000001,1.0,0.3333333333333333
0.6304347826086956,0.0,0.21899381221415115,0.2,1.0,0.0
0.5217391304347826,1.0,0.5708905030938929,0.4,1.0,0.3333333333333333
0.15217391304347827,1.0,0.21980091471616892,0.0,0.0,0.6666666666666666
0.8913043478260869,0.0,0.5597255851493139,0.2,0.0,1.0
0.5217391304347826,1.0,0.2734732311003497,0.4,1.0,1.0
0.5434782608695652,1.0,0.31853645412967446,0.0,0.0,0.0
0.3695652173913043,1.0,0.6389561474307237,0.8,1.0,1.0
0.8478260869565217,0.0,0.3910411622276029,0.0,1.0,0.6666666666666666
0.0,1.0,0.36077481840193704,0.2,1.0,0.3333333333333333
0.673913043478261,1.0,0.37315039009954254,0.2,1.0,1.0
0.043478260869565244,0.0,0.5660478880817863,1.0,1.0,0.0
0.6956521739130435,0.0,0.3282216841538875,0.6000000000000001,1.0,0.3333333333333333
0.06521739130434784,1.0,0.4073177293516277,0.0,1.0,0.0
0.4347826086956522,0.0,0.32391713747645945,0.6000000000000001,1.0,0.0
0.02173913043478265,0.0,0.6364003228410009,0.2,1.0,0.6666666666666666
0.9347826086956521,1.0,0.7382297551789077,0.0,1.0,0.0
0.06521739130434784,0.0,0.15846112456281947,0.2,0.0,1.0
0.19565217391304346,1.0,0.3373688458434221,0.0,0.0,0.6666666666666666
0.7826086956521738,1.0,0.217245090126446,0.0,1.0,1.0
0.8260869565217392,1.0,0.4753833736884584,0.0,0.0,0.6666666666666666
0.4565217391304348,0.0,0.18401937046004835,0.6000000000000001,1.0,1.0
0.0,1.0,0.5176217379607211,0.2,1.0,0.3333333333333333
0.6956521739130435,1.0,0.5445251546946462,0.0,1.0,0.0
0.10869565217391308,1.0,0.30669895076674736,0.2,1.0,0.6666666666666666
0.8043478260869565,1.0,0.3501479687920366,0.0,1.0,1.0
0.8260869565217392,0.0,0.6981436642453591,0.0,1.0,0.3333333333333333
0.15217391304347827,0.0,0.1763518966908797,0.2,1.0,0.6666666666666666
0.28260869565217395,1.0,0.37261232176486403,0.0,0.0,0.3333333333333333
0.28260869565217395,1.0,0.3373688458434221,1.0,1.0,1.0
0.4130434782608696,1.0,0.22491256389561476,0.4,1.0,0.6666666666666666
0.7608695652173914,0.0,0.1861716437987624,0.2,0.0,0.3333333333333333
0.7608695652173914,0.0,0.5622814097390368,0.6000000000000001,0.0,0.6666666666666666
0.043478260869565244,0.0,0.41700295937584075,0.0,1.0,0.3333333333333333
0.15217391304347827,1.0,0.46731234866828075,0.4,0.0,0.3333333333333333
0.6086956521739131,1.0,0.7099811676082863,0.6000000000000001,0.0,0.3333333333333333
0.3913043478260869,1.0,0.3245897228948076,0.2,0.0,1.0
0.0,0.0,0.27858488027979555,0.0,1.0,1.0
0.6521739130434783,0.0,0.46731234866828075,0.0,1.0,0.3333333333333333
0.28260869565217395,0.0,0.2631154156577884,0.0,1.0,0.3333333333333333
0.4782608695652174,0.0,0.45238095238095233,0.4,0.0,0.6666666666666666
0.6956521739130435,1.0,0.2512779122948614,0.0,1.0,0.3333333333333333
0.043478260869565244,1.0,0.6594027441485069,0.0,1.0,1.0
0.4565217391304348,1.0,0.3319881624966371,0.2,0.0,0.0
0.30434782608695654,0.0,0.6763518966908797,0.0,1.0,0.0
0.02173913043478265,0.0,0.3212267958030669,0.0,0.0,0.0
0.0,0.0,0.2187247780468119,0.2,1.0,0.3333333333333333
0.5,1.0,0.15657788539144468,0.2,1.0,0.3333333333333333
0.5,1.0,0.4369114877589454,0.4,1.0,0.0
0.15217391304347827,0.0,0.3399246704331449,0.0,1.0,1.0
0.9130434782608696,0.0,0.230562281409739,0.0,1.0,0.3333333333333333
0.0,1.0,0.47914985203120797,0.2,1.0,0.3333333333333333
0.8043478260869565,0.0,0.2916330373957492,0.2,1.0,0.0
0.10869565217391308,1.0,0.5687382297551788,0.6000000000000001,1.0,0.0
0.15217391304347827,1.0,0.2760290556900725,0.0,1.0,1.0
0.6304347826086956,1.0,0.32970137207425343,0.6000000000000001,0.0,0.6666666666666666
0.5434782608695652,0.0,0.25047080979284364,0.2,0.0,1.0
0.10869565217391308,0.0,0.7207425343018563,0.2,0.0,1.0
0.15217391304347827,0.0,0.48506860371267146,0.2,1.0,0.3333333333333333
0.7391304347826086,1.0,0.38310465429109486,0.2,1.0,0.0
0.06521739130434784,0.0,0.15953726123217649,0.4,1.0,0.3333333333333333
0.21739130434782616,0.0,0.3104654291094968,0.4,1.0,0.0
0.043478260869565244,0.0,0.45843422114608545,0.0,1.0,0.3333333333333333
0.0,1.0,0.37853107344632764,0.2,1.0,0.3333333333333333
0.5434782608695652,0.0,0.5294592413236481,0.2,1.0,0.3333333333333333
0.6086956521739131,0.0,0.5264998654829163,0.0,0.0,1.0
0.0,0.0,0.6537530266343825,0.0,1.0,0.3333333333333333
0.8478260869565217,1.0,0.32230293247242403,0.2,1.0,0.3333333333333333
0.8043478260869565,1.0,0.5852838310465429,0.6000000000000001,1.0,0.6666666666666666
0.3695652173913043,1.0,0.29970406241592684,0.2,1.0,0.0
0.02173913043478265,1.0,0.3935969868173258,0.0,1.0,0.6666666666666666
0.4782608695652174,1.0,0.5203120796341134,0.6000000000000001,1.0,0.0
0.8260869565217392,0.0,0.2512779122948614,0.0,1.0,0.0
0.28260869565217395,0.0,0.35351089588377727,0.0,1.0,0.0
0.8260869565217392,0.0,0.34503631961259074,0.0,1.0,1.0
